Author,Shayari,Tag
faiz ahmad faiz,"ab vahī harf-e-junūñ sab kī zabāñ Thahrī hai 
jo bhī chal niklī hai vo baat kahāñ Thahrī hai 

aaj tak shaiḳh ke ikrām meñ jo shai thī harām 
ab vahī dushman-e-dīñ rāhat-e-jāñ Thahrī hai 

hai ḳhabar garm ki phirtā hai gurezāñ nāseh 
guftugū aaj sar-e-kū-e-butāñ Thahrī hai 

hai vahī āriz-e-lailā vahī shīrīñ kā dahan 
nigah-e-shauq ghaḌī bhar ko jahāñ Thahrī hai 

vasl kī shab thī to kis darja subuk guzrī thī 
hijr kī shab hai to kyā saḳht girāñ Thahrī hai 

bikhrī ik baar to haath aa.ī hai kab mauj-e-shamīm 
dil se niklī hai to kab lab pe fuġhāñ Thahrī hai 

dast-e-sayyād bhī aajiz hai kaf-e-gul-chīñ bhī 
bū-e-gul Thahrī na bulbul kī zabāñ Thahrī hai 

aate aate yūñhī dam bhar ko rukī hogī bahār 
jaate jaate yūñhī pal bhar ko ḳhizāñ Thahrī hai 

ham ne jo tarz-e-fuġhāñ kī hai qafas meñ ījād 
'faiz' gulshan meñ vahī tarz-e-bayāñ Thahrī hai ",Ghazal
faiz ahmad faiz,"har haqīqat majāz ho jaa.e 
kāfiroñ kī namāz ho jaa.e 

dil rahīn-e-niyāz ho jaa.e 
bekasī kārsāz ho jaa.e 

minnat-e-chāra-sāz kaun kare 
dard jab jāñ-navāz ho jaa.e 

ishq dil meñ rahe to rusvā ho 
lab pe aa.e to raaz ho jaa.e 

lutf kā intizār kartā huuñ 
jaur tā hadd-e-nāz ho jaa.e 

umr be-sūd kaT rahī hai 'faiz' 
kaash ifshā-e-rāz ho jaa.e ",Ghazal
faiz ahmad faiz,"chāñd nikle kisī jānib tirī zebā.ī kā 
rañg badle kisī sūrat shab-e-tanhā.ī kā 

daulat-e-lab se phir ai ḳhusrav-e-shīrīñ-dahanāñ 
aaj arzāñ ho koī harf shanāsā.ī kā 

garmi-e-rashk se har anjuman-e-gul-badanāñ 
tazkira chheḌe tirī pairahan-ārā.ī kā 

sehn-e-gulshan meñ kabhī ai shah-e-shamshād-qadāñ 
phir nazar aa.e salīqa tirī ra.anā.ī kā 

ek baar aur masīhā-e-dil-e-dil-zadagāñ 
koī va.ada koī iqrār masīhā.ī kā 

diida o dil ko sambhālo ki sar-e-shām-e-firāq 
sāz-o-sāmān baham pahuñchā hai rusvā.ī kā ",Ghazal
faiz ahmad faiz,"ab ke baras dastūr-e-sitam meñ kyā kyā baab īzād hue 
jo qātil the maqtūl hue jo said the ab sayyād hue 

pahle bhī ḳhizāñ meñ baaġh ujḌe par yuuñ nahīñ jaise ab ke baras 
saare buuTe patta patta ravish ravish barbād hue 

pahle bhī tavāf-e-sham-e-vafā thī rasm mohabbat vāloñ kī 
ham tum se pahle bhī yahāñ 'mansūr' hue 'farhād' hue 

ik gul ke murjhāne par kyā gulshan meñ kohrām machā 
ik chehra kumhlā jaane se kitne dil nāshād hue 

'faiz' na ham 'yūsuf' na koī 'yāqūb' jo ham ko yaad kare 
apnī kyā kan.āñ meñ rahe yā misr meñ jā ābād hu",Ghazal
faiz ahmad faiz,"ham musāfir yūñhī masrūf-e-safar jā.eñge 
be-nishāñ ho ga.e jab shahr to ghar jā.eñge 

kis qadar hogā yahāñ mehr-o-vafā kā mātam 
ham tirī yaad se jis roz utar jā.eñge 

jauharī band kiye jaate haiñ bāzār-e-suḳhan 
ham kise bechne almās-o-guhar jā.eñge 

nemat-e-zīst kā ye qarz chukegā kaise 
laakh ghabrā ke ye kahte raheñ mar jā.eñge 

shāyad apnā bhī koī bait hudī-ḳhvāñ ban kar 
saath jā.egā mire yaar jidhar jā.eñge 

'faiz' aate haiñ rah-e-ishq meñ jo saḳht maqām 
aane vāloñ se kaho ham to guzar jā.eñge ",Ghazal
faiz ahmad faiz,"vo butoñ ne Daale haiñ vasvase ki diloñ se ḳhauf-e-ḳhudā gayā 
vo paḌī haiñ roz qayāmateñ ki ḳhayāl-e-roz-e-jazā gayā 

jo nafas thā ḳhār-e-gulū banā jo uThe the haath lahū hue 
vo nashāt-e-āh-e-sahr ga.ī vo vaqār-e-dast-e-duā gayā 

na vo rañg fasl-e-bahār kā na ravish vo abr-e-bahār kī 
jis adā se yaar the āshnā vo mizāj-e-bād-e-sabā gayā 

jo talab pe ahd-e-vafā kiyā to vo ābrū-e-vafā ga.ī 
sar-e-ām jab hue mudda.ī to savāb-e-sidq-o-safā gayā 

abhī bādbān ko tah rakho abhī muztarib hai ruḳh-e-havā 
kisī rāste meñ hai muntazir vo sukūñ jo aa ke chalā gayā ",Ghazal
faiz ahmad faiz,"himmat-e-iltijā nahīñ baaqī 
zabt kā hausla nahīñ baaqī 

ik tirī diid chhin ga.ī mujh se 
varna duniyā meñ kyā nahīñ baaqī 

apnī mashq-e-sitam se haath na khīñch 
maiñ nahīñ yā vafā nahīñ baaqī 

terī chashm-e-alam-navāz kī ḳhair 
dil meñ koī gilā nahīñ baaqī 

ho chukā ḳhatm ahd-e-hijr-o-visāl 
zindagī meñ mazā nahīñ baaqī ",Ghazal
faiz ahmad faiz,"shaiḳh sāhab se rasm-o-rāh na kī 
shukr hai zindagī tabāh na kī 

tujh ko dekhā to ser-chashm hue 
tujh ko chāhā to aur chaah na kī 

tere dast-e-sitam kā ijz nahīñ 
dil hī kāfir thā jis ne aah na kī 

the shab-e-hijr kaam aur bahut 
ham ne fikr-e-dil-e-tabāh na kī 

kaun qātil bachā hai shahr meñ 'faiz' 
jis se yāroñ ne rasm-o-rāh na kī ",Ghazal
faiz ahmad faiz,"na ab raqīb na nāseh na ġham-gusār koī 
tum āshnā the to thiiñ āshnā.iyāñ kyā kyā 

judā the ham to mayassar thiiñ qurbateñ kitnī 
baham hue to paḌī haiñ judā.iyāñ kyā kyā 

pahuñch ke dar pe tire kitne mo'tabar Thahre 
agarche rah meñ huiiñ jag-hañsā.iyāñ kyā kyā 

ham aise sāda-diloñ kī niyāz-mandī se 
butoñ ne kī haiñ jahāñ meñ ḳhudā.iyāñ kyā kyā 

sitam pe ḳhush kabhī lutf-o-karam se ranjīda 
sikhā.īñ tum ne hameñ kaj-adā.iyāñ kyā kyā ",Ghazal
faiz ahmad faiz,"sab qatl ho ke tere muqābil se aa.e haiñ 
ham log surḳh-rū haiñ ki manzil se aa.e haiñ 

sham-e-nazar ḳhayāl ke anjum jigar ke daaġh 
jitne charāġh haiñ tirī mahfil se aa.e haiñ 

uTh kar to aa ga.e haiñ tirī bazm se magar 
kuchh dil hī jāntā hai ki kis dil se aa.e haiñ 

har ik qadam ajal thā har ik gaam zindagī 
ham ghuum phir ke kūcha-e-qātil se aa.e haiñ 

bād-e-ḳhizāñ kā shukr karo 'faiz' jis ke haath 
naame kisī bahār-e-shimā.il se aa.e haiñ ",Ghazal
faiz ahmad faiz,"garmī-e-shauq-e-nazārā kā asar to dekho 
gul khile jaate haiñ vo sāya-e-tar to dekho 

aise nādāñ bhī na the jaañ se guzarne vaale 
nāseho pand-garo rāhguzar to dekho 

vo to vo hai tumheñ ho jā.egī ulfat mujh se 
ik nazar tum mire mahbūb-e-nazar to dekho 

vo jo ab chaak garebāñ bhī nahīñ karte haiñ 
dekhne vaalo kabhī un kā jigar to dekho 

dāman-e-dard ko gulzār banā rakkhā hai 
aao ik din dil-e-pur-ḳhūñ kā hunar to dekho 

sub.h kī tarah jhamaktā hai shab-e-ġham kā ufuq 
'faiz' tābindagi-e-dīda-e-tar to dekho ",Ghazal
faiz ahmad faiz,"qarz-e-nigāh-e-yār adā kar chuke haiñ ham 
sab kuchh nisār-e-rāh-e-vafā kar chuke haiñ ham 

kuchh imtihān-e-dast-e-jafā kar chuke haiñ ham 
kuchh un kī dastaras kā patā kar chuke haiñ ham 

ab ehtiyāt kī koī sūrat nahīñ rahī 
qātil se rasm-o-rāh sivā kar chuke haiñ ham 

dekheñ hai kaun kaun zarūrat nahīñ rahī 
kū-e-sitam meñ sab ko ḳhafā kar chuke haiñ ham 

ab apnā iḳhtiyār hai chāhe jahāñ chaleñ 
rahbar se apnī raah judā kar chuke haiñ ham 

un kī nazar meñ kyā kareñ phīkā hai ab bhī rañg 
jitnā lahū thā sarf-e-qabā kar chuke haiñ ham 

kuchh apne dil kī ḳhū kā bhī shukrāna chāhiye 
sau baar un kī ḳhū kā gilā kar chuke haiñ ham ",Ghazal
faiz ahmad faiz,"yuuñ sajā chāñd ki jhalkā tire andāz kā rañg 
yuuñ fazā mahkī ki badlā mire hamrāz kā rañg 

sāya-e-chashm meñ hairāñ ruḳh-e-raushan kā jamāl 
surḳhī-e-lab meñ pareshāñ tirī āvāz kā rañg 

be-piye huuñ ki agar lutf karo āḳhir-e-shab 
shīsha-e-mai meñ Dhale sub.h ke āġhāz kā rañg 

chañg o nai rañg pe the apne lahū ke dam se 
dil ne lai badlī to maddham huā har saaz kā rañg 

ik suḳhan aur ki phir rañg-e-takallum terā 
harf-e-sāda ko ināyat kare e.ajāz kā rañg ",Ghazal
faiz ahmad faiz,"sabhī kuchh hai terā diyā huā sabhī rāhateñ sabhī kulfateñ 
kabhī sohbateñ kabhī furqateñ kabhī dūriyāñ kabhī qurbateñ 

ye suḳhan jo ham ne raqam kiye ye haiñ sab varaq tirī yaad ke 
koī lamha sub.h-e-visāl kā koī shām-e-hijr kī muddateñ 

jo tumhārī maan leñ nāsehā to rahegā dāman-e-dil meñ kyā 
na kisī adū kī adāvateñ na kisī sanam kī muravvateñ 

chalo aao tum ko dikhā.eñ ham jo bachā hai maqtal-e-shahr meñ 
ye mazār ahl-e-safā ke haiñ ye haiñ ahl-e-sidq kī turbateñ 

mirī jaan aaj kā ġham na kar ki na jaane kātib-e-vaqt ne 
kisī apne kal meñ bhī bhuul kar kahīñ likh rakhī hoñ masarrateñ ",Ghazal
faiz ahmad faiz,"ishq minnat-e-kash-e-qarār nahīñ 
husn majbūr-e-intizār nahīñ 

terī ranjish kī intihā ma.alūm 
hasratoñ kā mirī shumār nahīñ 

apnī nazreñ bikher de saaqī 
mai ba-andāza-e-ḳhumār nahīñ 

zer-e-lab hai abhī tabassum-e-dost 
muntashir jalva-e-bahār nahīñ 

apnī takmīl kar rahā huuñ maiñ 
varna tujh se to mujh ko pyaar nahīñ 

chāra-e-intizār kaun kare 
terī nafrat bhī ustuvār nahīñ 

'faiz' zinda raheñ vo haiñ to sahī 
kyā huā gar vafā-shi.ār nahīñ ",Ghazal
faiz ahmad faiz,"chashm-e-maigūñ zarā idhar kar de 
dast-e-qudrat ko be-asar kar de 

tez hai aaj dard-e-dil saaqī 
talḳhi-e-mai ko tez-tar kar de 

josh-e-vahshat hai tishna-kām abhī 
chāk-e-dāman ko tā jigar kar de 

merī qismat se khelne vaale 
mujh ko qismat se be-ḳhabar kar de 

luT rahī hai mirī matā-e-niyāz 
kaash vo is taraf nazar kar de 

'faiz' takmīl-e-ārzū mālūm 
ho sake to yūñhī basar kar de ",Ghazal
faiz ahmad faiz,"go sab ko baham sāġhar o baada to nahīñ thā 
ye shahr udaas itnā ziyāda to nahīñ thā 

galiyoñ meñ phirā karte the do chaar divāne 
har shaḳhs kā sad chaak labāda to nahīñ thā 

manzil ko na pahchāne rah-e-ishq kā raahī 
nādāñ hī sahī aisā bhī saada to nahīñ thā 

thak kar yūñhī pal bhar ke liye aañkh lagī thī 
so kar hī na uTTheñ ye irāda to nahīñ thā 

vaa.iz se rah-o-rasm rahī rind se sohbat 
farq in meñ koī itnā ziyāda to nahīñ thā ",Ghazal
faiz ahmad faiz,"kabhī kabhī yaad meñ ubharte haiñ naqsh-e-māzī miTe miTe se 
vo āzmā.ish dil o nazar kī vo qurbateñ sī vo fāsle se 

kabhī kabhī aarzū ke sahrā meñ aa ke rukte haiñ qāfile se 
vo saarī bāteñ lagāv kī sī vo saare unvāñ visāl ke se 

nigāh o dil ko qarār kaisā nashāt o ġham meñ kamī kahāñ kī 
vo jab mile haiñ to un se har baar kī hai ulfat na.e sire se 

bahut girāñ hai ye aish-e-tanhā kahīñ subuk-tar kahīñ gavārā 
vo dard-e-pinhāñ ki saarī duniyā rafīq thī jis ke vāste se 

tumhīñ kaho rind o mohtasib meñ hai aaj shab kaun farq aisā 
ye aa ke baiThe haiñ mai-kade meñ vo uTh ke aa.e haiñ mai-kade se ",Ghazal
faiz ahmad faiz,"phir harīf-e-bahār ho baiThe 
jaane kis kis ko aaj ro baiThe 

thī magar itnī rā.egāñ bhī na thī 
aaj kuchh zindagī se kho baiThe 

tere dar tak pahuñch ke lauT aa.e 
ishq kī aabrū Dubo baiThe 

saarī duniyā se duur ho jaa.e 
jo zarā tere paas ho baiThe 

na ga.ī terī be-ruḳhī na ga.ī 
ham tirī aarzū bhī kho baiThe 

'faiz' hotā rahe jo honā hai 
sher likhte rahā karo baiThe ",Ghazal
faiz ahmad faiz,"darbār meñ ab satvat-e-shāhī kī alāmat 
darbāñ kā asā hai ki musannif kā qalam hai 

āvāra hai phir koh-e-nidā par jo bashārat 
tamhīd-e-masarrat hai ki tūl-e-shab-e-ġham hai 

jis dhajjī ko galiyoñ meñ liye phirte haiñ tiflāñ 
ye merā garebāñ hai ki lashkar kā alam hai 

jis nuur se hai shahr kī dīvār daraḳhshāñ 
ye ḳhūn-e-shahīdāñ hai ki zar-ḳhāna-e-jam hai 

halqa kiye baiThe raho ik sham.a ko yaaro 
kuchh raushnī baaqī to hai har-chand ki kam hai ",Ghazal
faiz ahmad faiz,"ye kis ḳhalish ne phir is dil meñ āshiyāna kiyā 
phir aaj kis ne suḳhan ham se ġhā.ebāna kiyā 

ġham-e-jahāñ ho ruḳh-e-yār ho ki dast-e-adū 
sulūk jis se kiyā ham ne āshiqāna kiyā 

the ḳhāk-e-rāh bhī ham log qahr-e-tūfāñ bhī 
sahā to kyā na sahā aur kiyā to kyā na kiyā 

ḳhushā ki aaj har ik mudda.ī ke lab par hai 
vo raaz jis ne hameñ rāñda-e-zamāna kiyā 

vo hīla-gar jo vafā-jū bhī hai jafā-ḳhū bhī 
kiyā bhī 'faiz' to kis but se dostāna kiyā ",Ghazal
faiz ahmad faiz,"ye jafā-e-ġham kā chāra vo najāt-e-dil kā aalam 
tirā husn dast-e-īsā tirī yaad rū-e-maryam 

dil o jaañ fidā-e-rāhe kabhī aa ke dekh hamdam 
sar-e-kū-e-dil-figārāñ shab-e-ārzū kā aalam 

tirī diid se sivā hai tire shauq meñ bahārāñ 
vo chaman jahāñ girī hai tire gesuoñ kī shabnam 

ye ajab qayāmateñ haiñ tire rahguzar meñ guzarāñ 
na huā ki mar miTeñ ham na huā ki jī uTheñ ham 

lo sunī ga.ī hamārī yuuñ phire haiñ din ki phir se 
vahī gosha-e-qafas hai vahī fasl-e-gul kā mātam ",Ghazal
faiz ahmad faiz,"hairāñ hai jabīñ aaj kidhar sajda ravā hai 
sar par haiñ ḳhudāvand sar-e-arsh ḳhudā hai 

kab tak ise sīñchoge tamannā-e-samar meñ 
ye sabr kā paudā to na phūlā na phalā hai 

miltā hai ḳhirāj us ko tirī nān-e-javīñ se 
har bādshah-e-vaqt tire dar kā gadā hai 

har ek uqūbat se hai talḳhī meñ savā-tar 
vo rañg jo nā-karda gunāhoñ kī sazā hai 

ehsān liye kitne masīhā-nafasoñ ke 
kyā kījiye dil kā na jalā hai na bujhā hai ",Ghazal
faiz ahmad faiz,"kuchh pahle in āñkhoñ aage kyā kyā na nazārā guzre thā 
kyā raushan ho jaatī thī galī jab yaar hamārā guzre thā 

the kitne achchhe log ki jin ko apne ġham se fursat thī 
sab pūchheñ the ahvāl jo koī dard kā maarā guzre thā 

ab ke ḳhizāñ aisī Thahrī vo saare zamāne bhuul ga.e 
jab mausam-e-gul har phere meñ aa aa ke dobārā guzre thā 

thī yāroñ kī bohtāt to ham aġhyār se bhī bezār na the 
jab mil baiThe to dushman kā bhī saath gavārā guzre thā 

ab to haath sujhā.ī na deve lekin ab se pahle to 
aañkh uThte hī ek nazar meñ aalam saarā guzre thā ",Ghazal
faiz ahmad faiz,"kuchh mohtasiboñ kī ḳhalvat meñ kuchh vaa.iz ke ghar jaatī hai 
ham bāda-kashoñ ke hisse kī ab jaam meñ kam-tar jaatī hai 

yuuñ arz-o-talab se kam ai dil patthar dil paanī hote haiñ 
tum laakh razā kī ḳhū Daalo kab ḳhū-e-sitamgar jaatī hai 

bedād-garoñ kī bastī hai yaañ daad kahāñ ḳhairāt kahāñ 
sar phoḌtī phirtī hai nādāñ fariyād jo dar dar jaatī hai 

haañ jaañ ke ziyāñ kī ham ko bhī tashvīsh hai lekin kyā kiije 
har rah jo udhar ko jaatī hai maqtal se guzar kar jaatī hai 

ab kūcha-e-dil-bar kā rah-rau rahzan bhī bane to baat bane 
pahre se adū Talte hī nahīñ aur raat barābar jaatī hai 

ham ahl-e-qafas tanhā bhī nahīñ har roz nasīm-e-sub.h-e-vatan 
yādoñ se mo.attar aatī hai ashkoñ se munavvar jaatī hai",Ghazal
faiz ahmad faiz,"girānī-e-shab-e-hijrāñ do-chand kyā karte 
ilāj-e-dard tire dardmand kyā karte 

vahīñ lagī hai jo nāzuk maqām the dil ke 
ye farq dast-e-adū ke gazand kyā karte 

jagah jagah pe the nāseh to kū-ba-kū dilbar 
inheñ pasand unheñ nā-pasand kyā karte 

hamīñ ne rok liyā panja-e-junūñ varna 
hameñ asiir ye kotah-kamand kyā karte 

jinheñ ḳhabar thī ki shart-e-navā-garī kyā hai 
vo ḳhush-navā gila-e-qaid-o-band kyā karte 

gulū-e-ishq ko dār-o-rasan pahuñch na sake 
to lauT aa.e tire sar-buland kyā karte ",Ghazal
faiz ahmad faiz,"hamīñ se apnī navā ham-kalām hotī rahī 
ye teġh apne lahū meñ niyām hotī rahī 

muqābil-e-saf-e-a.adā jise kiyā āġhāz 
vo jañg apne hī dil meñ tamām hotī rahī 

koī masīhā na īfā-e-ahd ko pahuñchā 
bahut talāsh pas-e-qatl-e-ām hotī rahī 

ye barhaman kā karam vo atā-e-shaiḳh-e-haram 
kabhī hayāt kabhī mai harām hotī rahī 

jo kuchh bhī ban na paḌā 'faiz' luT ke yāroñ se 
to rahzanoñ se duā-o-salām hotī rahī ",Ghazal
faiz ahmad faiz,"husn marhūn-e-josh-e-bāda-e-nāz 
ishq minnat-kash-e-fusūn-e-niyāz 

dil kā har taar larzish-e-paiham 
jaañ kā har rishta vaqf-e-soz-o-gudāz 

sozish-e-dard-e-dil kise ma.alūm 
kaun jaane kisī ke ishq kā raaz 

merī ḳhāmoshiyoñ meñ larzāñ hai 
mere nāloñ kī gum-shuda āvāz 

ho chukā ishq ab havas hī sahī 
kyā kareñ farz hai adā-e-namāz 

tū hai aur ik taġhāful-e-paiham 
maiñ huuñ aur intizār-e-be-andāz 

ḳhauf-e-nākāmī-e-umīd hai 'faiz' 
varna dil toḌ de tilism-e-majāz ",Ghazal
faiz ahmad faiz,"fikr-e-dildāri-e-gulzār karūñ yā na karūñ 
zikr-e-murġhān-e-giraftār karūñ yā na karūñ 

qissa-e-sāzish-e-aġhyār kahūñ yā na kahūñ 
shikva-e-yār-e-tarah-dār karūñ yā na karūñ 

jaane kyā vaz.a hai ab rasm-e-vafā kī ai dil 
vaz-e-derīna pe isrār karūñ yā na karūñ 

jaane kis rañg meñ tafsīr kareñ ahl-e-havas 
mad.h-e-zulf-o-lab-o-ruḳhsār karūñ yā na karūñ 

yuuñ bahār aa.ī hai imsāl ki gulshan meñ sabā 
pūchhtī hai guzar is baar karūñ yā na karūñ 

goyā is soch meñ hai dil meñ lahū bhar ke gulāb 
dāman o jeb ko gulnār karūñ yā na karūñ 

hai faqat murġh-e-ġhazal-ḳhvāñ ki jise fikr nahīñ 
mo.atadil garmi-e-guftār karūñ yā na karūñ ",Ghazal
faiz ahmad faiz,"sitam sikhlā.egā rasm-e-vafā aise nahīñ hotā 
sanam dikhlā.eñge rāh-e-ḳhudā aise nahīñ hotā 

gino sab hasrateñ jo ḳhuuñ huī haiñ tan ke maqtal meñ 
mire qātil hisāb-e-ḳhūñ-bahā aise nahīñ hotā 

jahān-e-dil meñ kaam aatī haiñ tadbīreñ na ta.azīreñ 
yahāñ paimān-e-taslīm-o-razā aise nahīñ hotā 

har ik shab har ghaḌī guzre qayāmat yuuñ to hotā hai 
magar har sub.h ho roz-e-jazā aise nahīñ hotā 

ravāñ hai nabz-e-daurāñ gardishoñ meñ āsmāñ saare 
jo tum kahte ho sab kuchh ho chukā aise nahīñ hotā ",Ghazal
faiz ahmad faiz,"jamegī kaise bisāt-e-yārāñ ki shīsha o jaam bujh ga.e haiñ 
sajegī kaise shab-e-nigārāñ ki dil sar-e-shām bujh ga.e haiñ 

vo tīrgī hai rah-e-butāñ meñ charāġh-e-ruḳh hai na sham-e-vāda 
kiran koī aarzū kī laao ki sab dar-o-bām bujh ga.e haiñ 

bahut sambhālā vafā kā paimāñ magar vo barsī hai ab ke barkhā 
har ek iqrār miT gayā hai tamām paiġhām bujh ga.e haiñ 

qarīb aa ai mah-e-shab-e-ġham nazar pe khultā nahīñ kuchh is dam 
ki dil pe kis kis kā naqsh baaqī hai kaun se naam bujh ga.e haiñ 

bahār ab aa ke kyā karegī ki jin se thā jashn-e-rañg-o-naġhma 
vo gul sar-e-shāḳh jal ga.e haiñ vo dil tah-e-dām bujh ga.e haiñ",Ghazal
faiz ahmad faiz,"ham saada hī aise the kī yuuñ hī pazīrā.ī 
jis baar ḳhizāñ aa.ī samjhe ki bahār aa.ī 

āshob-e-nazar se kī ham ne chaman-ārā.ī 
jo shai bhī nazar aa.ī gul-rañg nazar aa.ī 

ummīd-e-talattuf meñ ranjīda rahe donoñ 
tū aur tirī mahfil maiñ aur mirī tanhā.ī 

yak jaan na ho sakiye anjān na ban sakiye 
yuuñ TuuT ga.ī dil meñ shamshīr-e-shanāsā.ī 

us tan kī taraf dekho jo qatl-gah-e-dil hai 
kyā rakkhā hai maqtal meñ ai chashm-e-tamāshā.ī ",Ghazal
faiz ahmad faiz,"rah-e-ḳhizāñ meñ talāsh-e-bahār karte rahe 
shab-e-siyah se talab husn-e-yār karte rahe 

ḳhayāl-e-yār kabhī zikr-e-yār karte rahe 
isī matā.a pe ham rozgār karte rahe 

nahīñ shikāyat-e-hijrāñ ki is vasīle se 
ham un se rishta-e-dil ustuvār karte rahe 

vo din ki koī bhī jab vaj.h-e-intizār na thī 
ham un meñ terā sivā intizār karte rahe 

ham apne raaz pe nāzāñ the sharmsār na the 
har ek se suḳhan-e-rāz-dār karte rahe 

ziyā-e-bazm-e-jahāñ baar baar maañd huī 
hadīs-e-shola-ruḳhāñ baar baar karte rahe 

unhīñ ke faiz se bāzār-e-aql raushan hai 
jo gaah gaah junūñ iḳhtiyār karte rahe ",Ghazal
faiz ahmad faiz,"ka.ī baar is kā dāman bhar diyā husn-e-do-ālam se 
magar dil hai ki is kī ḳhāna-vīrānī nahīñ jaatī 

ka.ī baar is kī ḳhātir zarre zarre kā jigar cherā 
magar ye chashm-e-hairāñ jis kī hairānī nahīñ jaatī 

nahīñ jaatī matā-e-lāl-o-gauhar kī girāñ-yābī 
matā-e-ġhairat-o-īmāñ kī arzānī nahīñ jaatī 

mirī chashm-e-tan-āsāñ ko basīrat mil ga.ī jab se 
bahut jaanī huī sūrat bhī pahchānī nahīñ jaatī 

sar-e-ḳhusrau se nāz-e-kaj-kulāhī chhin bhī jaatā hai 
kulāh-e-khusravī se bū-e-sultānī nahīñ jaatī 

ba-juz dīvāngī vaañ aur chāra hī kaho kyā hai 
jahāñ aql o ḳhirad kī ek bhī maanī nahīñ jaatī ",Ghazal
faiz ahmad faiz,"yaad kā phir koī darvāza khulā āḳhir-e-shab 
dil meñ bikhrī koī ḳhushbu-e-qabā āḳhir-e-shab 

sub.h phūTī to vo pahlū se uThā āḳhir-e-shab 
vo jo ik umr se aayā na gayā āḳhir-e-shab 

chāñd se maañd sitāroñ ne kahā āḳhir-e-shab 
kaun kartā hai vafā ahd-e-vafā āḳhir-e-shab 

lams-e-jānāna liye mastī-e-paimāna liye 
hamd-e-bārī ko uThe dast-e-duā āḳhir-e-shab 

ghar jo vīrāñ thā sar-e-shām vo kaise kaise 
furqat-e-yār ne ābād kiyā āḳhir-e-shab 

jis adā se koī aayā thā kabhī avval-e-shab 
''usī andāz se chal bād-e-sabā āḳhir-e-shab'' ",Ghazal
faiz ahmad faiz,"hasrat-e-dīd meñ guzarāñ haiñ zamāne kab se 
dasht-e-ummīd meñ gardāñ haiñ divāne kab se 

der se aañkh pe utrā nahīñ ashkoñ kā azaab 
apne zimme hai tirā qarz na jaane kab se 

kis tarah paak ho be-ārzū lamhoñ kā hisāb 
dard aayā nahīñ darbār sajāne kab se 

sar karo saaz ki chheḌeñ koī dil-soz ġhazal 
DhūñDtā hai dil-e-shorīda bahāne kab se 

pur karo jaam ki shāyad ho isī lahza ravāñ 
rok rakkhā hai jo ik tiir qazā ne kab se 

'faiz' phir kab kisī maqtal meñ kareñge ābād 
lab pe vīrāñ haiñ shahīdoñ ke fasāne kab se ",Ghazal
faiz ahmad faiz,"sitam kī rasmeñ bahut thiiñ lekin na thī tirī anjuman se pahle 
sazā ḳhatā-e-nazar se pahle itaab jurm-e-suḳhan se pahle 

jo chal sako to chalo ki rāh-e-vafā bahut muḳhtasar huī hai 
maqām hai ab koī na manzil farāz-e-dār-o-rasan se pahle 

nahīñ rahī ab junūñ kī zanjīr par vo pahlī ijāra-dārī 
giraft karte haiñ karne vaale ḳhirad pe dīvāna-pan se pahle 

kare koī teġh kā nazārā ab un ko ye bhī nahīñ gavārā 
ba-zid hai qātil ki jān-e-bismil figār ho jism o tan se pahle 

ġhurūr-e-sarv-o-saman se kah do ki phir vahī tājdār hoñge 
jo ḳhār-o-ḳhas vālī-e-chaman the urūj-e-sarv-o-suman se pahle 

idhar taqāze haiñ maslahat ke udhar taqāzā-e-dard-e-dil hai 
zabāñ sambhāleñ ki dil sambhāleñ asiir zikr-e-vatan se pahle ",Ghazal
faiz ahmad faiz,"terī sūrat jo dil-nashīñ kī hai 
āshnā shakl har hasīñ kī hai 

husn se dil lagā ke hastī kī 
har ghaḌī ham ne ātishīñ kī hai 

sub.h-e-gul ho ki shām-e-mai-ḳhāna 
mad.h us rū-e-nāznīñ kī hai 

shaiḳh se be-hirās milte haiñ 
ham ne tauba abhī nahīñ kī hai 

zikr-e-dozaḳh bayān-e-hūr o qusūr 
baat goyā yahīñ kahīñ kī hai 

ashk to kuchh bhī rañg lā na sake 
ḳhuuñ se tar aaj āstīñ kī hai 

kaise māneñ haram ke sahl-pasand 
rasm jo āshiqoñ ke diiñ kī hai 

'faiz' auj-e-ḳhayāl se ham ne 
āsmāñ sindh kī zamīñ kī hai ",Ghazal
faiz ahmad faiz,"na kisī pe zaḳhm ayaañ koī na kisī ko fikr rafū kī hai 
na karam hai ham pe habīb kā na nigāh ham pe adū kī hai 

saf-e-zāhidāñ hai to be-yaqīñ saf-e-mai-kashāñ hai to be-talab 
na vo sub.h vird-o-vazū kī hai na vo shaam jām-o-subū kī hai 

na ye ġham nayā na sitam nayā ki tirī jafā kā gilā kareñ 
ye nazar thī pahle bhī muztarib ye kasak to dil meñ kabhū kī hai 

kaf-e-bāġhbāñ pe bahār-e-gul kā hai qarz pahle se besh-tar 
ki har ek phuul ke pairahan meñ numūd mere lahū kī hai 

nahīñ ḳhauf-e-roz-e-siyah hameñ ki hai 'faiz' zarf-e-nigāh meñ 
abhī gosha-gīr vo ik kiran jo lagan us ā.īna-rū kī hai ",Ghazal
